image_urls,brand_names,descriptions,event,type
https://cdn-images.farfetch-contents.com/20/26/63/40/20266340_50580837_480.jpg ,Diesel,T-Angie logo-cut stretch-cotton T-shirt,causal,top
https://cdn-images.farfetch-contents.com/20/26/62/40/20266240_50608865_480.jpg ,Diesel,T-Angie cut-out logo T-shirt,causal,top
https://cdn-images.farfetch-contents.com/17/37/91/55/17379155_37760716_480.jpg ,Diesel,logo-plaque cut-out bandeau top,causal,top
https://cdn-images.farfetch-contents.com/18/84/14/97/18841497_44372304_480.jpg ,Marine Serre,Crescent Moon organic-cotton T-shirt,causal,top
https://cdn-images.farfetch-contents.com/20/04/69/06/20046906_51062785_480.jpg ,Marine Serre,Regenerated Moonogram mesh top,causal,top
https://cdn-images.farfetch-contents.com/20/05/24/33/20052433_45228720_480.jpg ,Marine Serre,Crescent Moon-print top,causal,top
https://cdn-images.farfetch-contents.com/16/78/11/07/16781107_33191927_480.jpg ,Alexander Wang,high neck logo top,causal,top
https://cdn-images.farfetch-contents.com/18/87/76/02/18877602_41049010_480.jpg ,Marine Serre,Crescent Moon-print T-shirt,causal,top
https://cdn-images.farfetch-contents.com/18/08/33/92/18083392_38394946_480.jpg ,Marine Serre,Crescent Moon-print jersey top,causal,top
https://cdn-images.farfetch-contents.com/14/00/57/02/14005702_18214298_480.jpg ,Comme Des Garçons Play,Heart patch T-shirt,causal,top
https://cdn-images.farfetch-contents.com/14/94/49/70/14944970_26134825_480.jpg ,Comme Des Garçons Play,logo-patch T-shirt,causal,top
